Client,Bush,Well,Work,Timestamp,ДавЛевНас,ДавПравНас,ДавВыход,РасходЛевНас,РасходПравНас,РасходВыход,ТемпРецирк,ДавРецирк,ОбъемВыход,РасходВоды,Плотность
кент,12,34,тест,16.12.2024, 12:39:20,487.72,136.40,500.00,500.00,500.00,500.00,500.00,247.07,0.00,500.00,20.28
кент,12,34,тест,16.12.2024, 12:39:20,487.72,136.40,500.00,65.10,495.16,317.38,500.00,500.00,0.00,500.00,70.37
кент,12,34,тест,16.12.2024, 12:39:20,200.27,129.51,170.35,60.64,0.00,500.00,500.00,500.00,0.00,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:21,0.00,223.73,170.35,60.64,0.00,500.00,500.00,500.00,0.00,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:21,0.00,223.73,383.87,500.00,439.83,201.21,500.00,500.00,320.98,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:21,0.00,223.73,383.87,500.00,439.83,201.21,500.00,500.00,320.98,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:21,0.00,334.48,383.87,500.00,439.83,201.21,500.00,500.00,320.98,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:21,0.00,334.48,0.00,279.78,500.00,0.00,60.48,292.31,428.60,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:21,296.74,149.56,0.00,279.78,500.00,0.00,60.48,292.31,428.60,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:21,296.74,149.56,0.00,60.15,500.00,260.58,0.00,0.00,38.77,33.69,334.62
кент,12,34,тест,16.12.2024, 12:39:21,296.74,149.56,0.00,60.15,500.00,260.58,0.00,0.00,38.77,33.69,334.62
кент,12,34,тест,16.12.2024, 12:39:21,500.00,62.05,179.19,0.00,25.23,438.91,0.00,0.00,0.00,0.00,25.70
кент,12,34,тест,16.12.2024, 12:39:21,500.00,62.05,179.19,0.00,25.23,438.91,0.00,0.00,0.00,0.00,25.70
кент,12,34,тест,16.12.2024, 12:39:22,0.00,405.70,500.00,303.43,0.00,447.97,0.00,480.64,414.05,5.77,0.00
кент,12,34,тест,16.12.2024, 12:39:22,128.90,271.89,500.00,500.00,499.09,500.00,284.47,17.53,500.00,0.00,462.21
кент,12,34,тест,16.12.2024, 12:39:22,128.90,271.89,500.00,500.00,499.09,500.00,284.47,17.53,500.00,0.00,462.21
кент,12,34,тест,16.12.2024, 12:39:22,500.00,76.55,350.75,184.71,500.00,232.27,75.51,0.00,500.00,0.00,500.00
кент,12,34,тест,16.12.2024, 12:39:22,500.00,76.55,350.75,184.71,500.00,232.27,75.51,0.00,500.00,0.00,500.00
кент,12,34,тест,16.12.2024, 12:39:22,500.00,411.95,154.56,0.00,409.31,0.00,500.00,0.00,500.00,125.92,67.57
кент,12,34,тест,16.12.2024, 12:39:22,500.00,411.95,154.56,0.00,409.31,0.00,500.00,0.00,500.00,125.92,67.57
кент,12,34,тест,16.12.2024, 12:39:22,275.25,500.00,0.00,0.00,500.00,0.00,500.00,0.00,500.00,66.23,438.44
кент,12,34,тест,16.12.2024, 12:39:22,275.25,500.00,0.00,0.00,500.00,0.00,500.00,0.00,500.00,66.23,438.44
кент,12,34,тест,16.12.2024, 12:39:22,500.00,500.00,362.71,74.74,500.00,0.00,469.16,0.00,500.00,0.00,500.00
кент,12,34,тест,16.12.2024, 12:39:22,500.00,500.00,362.71,74.74,500.00,0.00,469.16,0.00,500.00,0.00,500.00
кент,12,34,тест,16.12.2024, 12:39:22,0.00,198.55,500.00,266.05,215.91,70.66,366.95,500.00,230.65,88.09,0.00
кент,12,34,тест,16.12.2024, 12:39:23,0.00,198.55,500.00,266.05,215.91,70.66,366.95,500.00,230.65,88.09,0.00
кент,12,34,тест,16.12.2024, 12:39:23,17.87,78.00,500.00,0.00,0.00,480.47,500.00,267.68,0.00,120.22,0.00
кент,12,34,тест,16.12.2024, 12:39:23,17.87,78.00,500.00,0.00,0.00,480.47,500.00,267.68,0.00,120.22,0.00
кент,12,34,тест,16.12.2024, 12:39:23,0.00,97.93,8.09,237.43,0.00,500.00,500.00,0.00,369.36,0.00,0.00
кент,12,34,тест,16.12.2024, 12:39:23,0.00,97.93,8.09,237.43,0.00,359.69,213.43,0.00,268.47,84.50,0.00
кент,12,34,тест,16.12.2024, 12:39:23,168.39,129.39,0.00,0.00,0.00,359.69,213.43,0.00,268.47,84.50,0.00
кент,12,34,тест,16.12.2024, 12:39:23,500.00,0.00,0.00,0.00,311.57,3.97,402.74,0.00,500.00,0.00,0.00
кент,12,34,тест,16.12.2024, 12:39:23,500.00,0.00,0.00,0.00,311.57,3.97,402.74,0.00,500.00,0.00,0.00
кент,12,34,тест,16.12.2024, 12:39:23,322.67,497.86,379.17,0.00,388.94,0.00,500.00,127.48,218.46,0.00,211.75
кент,12,34,тест,16.12.2024, 12:39:23,322.67,497.86,379.17,0.00,388.94,0.00,500.00,127.48,218.46,0.00,211.75
кент,12,34,тест,16.12.2024, 12:39:23,0.00,0.00,38.00,0.00,0.00,124.06,0.00,0.00,177.61,148.87,0.00
кент,12,34,тест,16.12.2024, 12:39:24,0.00,0.00,38.00,0.00,0.00,124.06,0.00,0.00,177.61,148.87,0.00
кент,12,34,тест,16.12.2024, 12:39:24,0.00,476.30,0.00,0.00,236.74,391.21,0.00,0.00,117.02,390.98,380.23
кент,12,34,тест,16.12.2024, 12:39:24,0.00,476.30,0.00,0.00,236.74,391.21,0.00,0.00,117.02,390.98,380.23
кент,12,34,тест,16.12.2024, 12:39:24,451.83,465.50,399.26,228.93,500.00,255.70,166.92,162.04,0.00,0.00,321.34
кент,12,34,тест,16.12.2024, 12:39:24,0.00,202.39,96.15,0.00,500.00,486.76,0.00,500.00,200.78,485.87,500.00
кент,12,34,тест,16.12.2024, 12:39:24,0.00,202.39,96.15,0.00,500.00,486.76,0.00,500.00,200.78,485.87,500.00
кент,12,34,тест,16.12.2024, 12:39:24,0.00,0.00,0.00,0.00,500.00,500.00,0.00,500.00,0.00,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:24,454.81,130.41,0.00,0.00,139.00,496.05,50.22,500.00,124.21,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:24,454.81,130.41,0.00,0.00,139.00,496.05,50.22,500.00,124.21,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:24,500.00,417.93,449.39,115.48,380.82,60.27,281.81,70.08,0.00,344.39,500.00
Геолог,12,34,тести,16.12.2024, 13:13:08,0.00,500.00,500.00,500.00,500.00,500.00,115.28,500.00,500.00,0.00,64.82
Геолог,12,34,тести,16.12.2024, 13:13:08,0.00,451.62,148.28,146.45,500.00,500.00,0.00,500.00,500.00,173.58,0.00
Геолог,12,34,тести,16.12.2024, 13:13:08,0.00,451.62,148.28,146.45,500.00,500.00,0.00,29.09,500.00,173.58,0.00
Геолог,12,34,тести,16.12.2024, 13:13:08,0.00,451.62,148.28,146.45,500.00,500.00,0.00,29.09,500.00,173.58,0.00
Геолог,12,34,тести,16.12.2024, 13:13:08,420.12,500.00,0.00,0.00,180.82,334.42,0.00,0.00,173.59,500.00,234.14
Геолог,12,34,тести,16.12.2024, 13:13:08,420.12,500.00,0.00,0.00,180.82,334.42,0.00,0.00,173.59,500.00,234.14
Геолог,12,34,тести,16.12.2024, 13:13:08,10.24,253.58,404.79,367.05,500.00,246.59,309.61,0.00,0.00,500.00,493.91
Геолог,12,34,тести,16.12.2024, 13:13:08,10.24,253.58,404.79,367.05,500.00,246.59,309.61,0.00,0.00,500.00,493.91
Геолог,12,34,тести,16.12.2024, 13:13:08,10.24,253.58,404.79,367.05,500.00,246.59,309.61,0.00,0.00,500.00,493.91
Геолог,12,34,тести,16.12.2024, 13:13:08,207.02,149.59,0.00,23.92,248.93,0.00,230.15,0.00,0.00,160.62,434.28
Геолог,12,34,тести,16.12.2024, 13:13:08,207.02,149.59,0.00,23.92,248.93,0.00,230.15,17.25,0.00,160.62,434.28
Геолог,12,34,тести,16.12.2024, 13:13:09,340.37,0.00,500.00,71.05,373.08,0.00,480.66,0.00,470.02,0.00,245.07
Геолог,12,34,тести,16.12.2024, 13:13:09,340.37,0.00,500.00,71.05,373.08,0.00,480.66,232.25,470.02,0.00,245.07
Геолог,12,34,тести,16.12.2024, 13:13:09,500.00,0.00,32.88,417.63,0.00,0.00,500.00,232.25,331.30,155.41,500.00
Геолог,12,34,тести,16.12.2024, 13:13:09,500.00,0.00,32.88,417.63,0.00,0.00,500.00,2.34,331.30,155.41,500.00
Геолог,12,34,тести,16.12.2024, 13:13:09,500.00,0.00,32.88,417.63,0.00,0.00,500.00,2.34,331.30,155.41,500.00
Геолог,12,34,тести,16.12.2024, 13:13:09,500.00,4.81,259.01,500.00,6.28,19.26,354.73,2.34,279.84,308.00,112.15
Геолог,12,34,тести,16.12.2024, 13:13:09,500.00,4.81,259.01,500.00,6.28,19.26,354.73,189.75,279.84,308.00,112.15
Геолог,12,34,тести,16.12.2024, 13:13:09,500.00,4.81,259.01,500.00,6.28,19.26,354.73,189.75,279.84,308.00,112.15
Геолог,12,34,тести,16.12.2024, 13:13:09,240.21,355.76,132.21,500.00,0.00,492.22,500.00,189.75,132.53,500.00,180.34
Геолог,12,34,тести,16.12.2024, 13:13:09,240.21,355.76,132.21,500.00,0.00,492.22,500.00,350.64,132.53,500.00,180.34
Геолог,12,34,тести,16.12.2024, 13:13:09,222.67,94.29,0.00,500.00,366.89,500.00,500.00,350.64,0.00,496.92,500.00
Геолог,12,34,тести,16.12.2024, 13:13:10,0.00,371.65,500.00,0.00,205.71,132.90,497.46,0.00,175.99,0.00,0.00
Геолог,12,34,тести,16.12.2024, 13:13:10,0.00,371.65,500.00,0.00,205.71,132.90,497.46,0.00,175.99,0.00,0.00
Геолог,12,34,тести,16.12.2024, 13:13:10,0.00,220.46,500.00,0.00,0.00,254.27,336.40,0.00,48.85,0.00,105.13
Геолог,12,34,тести,16.12.2024, 13:13:10,0.00,220.46,500.00,0.00,0.00,254.27,336.40,0.00,48.85,0.00,105.13
Геолог,12,34,тести,16.12.2024, 13:13:10,0.00,220.46,500.00,0.00,0.00,254.27,336.40,0.00,48.85,0.00,105.13
Геолог,12,34,тести,16.12.2024, 13:13:10,171.99,0.00,196.02,389.40,0.00,500.00,34.16,0.00,143.82,0.00,427.61
Геолог,12,34,тести,16.12.2024, 13:13:10,171.99,0.00,196.02,389.40,0.00,500.00,34.16,0.00,143.82,0.00,427.61
Геолог,12,34,тести,16.12.2024, 13:13:10,279.28,404.13,492.66,384.19,421.99,404.48,0.00,0.00,380.96,329.41,500.00
Геолог,12,34,тести,16.12.2024, 13:13:10,279.28,404.13,492.66,384.19,421.99,404.48,0.00,266.92,380.96,329.41,500.00
Геолог,12,34,тести,16.12.2024, 13:13:10,279.28,404.13,492.66,384.19,421.99,404.48,0.00,266.92,380.96,329.41,500.00
Геолог,12,34,тести,16.12.2024, 13:13:10,500.00,500.00,500.00,41.17,500.00,440.29,0.00,266.92,352.28,498.83,500.00
Геолог,12,34,тести,16.12.2024, 13:13:11,79.05,255.82,21.73,499.10,0.00,0.00,187.79,371.56,500.00,67.89,412.97
Геолог,12,34,тести,16.12.2024, 13:13:11,79.05,255.82,21.73,499.10,0.00,0.00,187.79,0.00,500.00,67.89,412.97
Геолог,12,34,тести,16.12.2024, 13:13:11,413.79,107.90,0.00,464.58,23.08,388.62,247.88,0.00,400.13,306.28,500.00
Геолог,12,34,тести,16.12.2024, 13:13:11,413.79,107.90,0.00,464.58,23.08,388.62,247.88,0.00,400.13,306.28,500.00
Геолог,12,34,тести,16.12.2024, 13:13:11,151.83,0.00,342.28,191.28,0.00,107.07,284.71,150.21,273.15,500.00,500.00
Геолог,12,34,тести,16.12.2024, 13:13:11,151.83,0.00,342.28,191.28,0.00,107.07,284.71,150.21,273.15,500.00,500.00
Геолог,12,34,тести,16.12.2024, 13:13:11,94.12,472.36,500.00,0.00,461.18,368.71,382.32,150.21,0.58,286.40,213.30
Геолог,12,34,тести,16.12.2024, 13:13:11,94.12,472.36,500.00,0.00,461.18,368.71,382.32,97.19,0.58,286.40,213.30
Геолог,12,34,тести,16.12.2024, 13:13:11,0.00,500.00,303.41,0.00,500.00,0.00,340.83,97.19,68.75,416.79,500.00
Геолог,12,34,тести,16.12.2024, 13:13:11,0.00,500.00,303.41,0.00,500.00,0.00,340.83,329.91,68.75,416.79,500.00
Геолог,12,34,тести,16.12.2024, 13:13:11,0.00,500.00,303.41,0.00,500.00,0.00,340.83,329.91,68.75,416.79,500.00
геолог,1,2,тести,16.12.2024, 13:18:11,500.00,457.18,500.00,90.41,0.00,0.00,500.00,204.63,500.00,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:11,500.00,457.18,500.00,90.41,0.00,0.00,500.00,204.63,500.00,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:11,500.00,500.00,500.00,0.00,45.07,221.92,363.22,196.98,255.25,288.77,489.09
геолог,1,2,тести,16.12.2024, 13:18:11,500.00,500.00,500.00,0.00,45.07,221.92,363.22,196.98,255.25,288.77,489.09
геолог,1,2,тести,16.12.2024, 13:18:11,500.00,209.97,500.00,436.27,2.65,56.43,500.00,500.00,411.14,89.06,389.81
геолог,1,2,тести,16.12.2024, 13:18:11,444.98,209.97,500.00,436.27,2.65,56.43,500.00,500.00,411.14,89.06,389.81
геолог,1,2,тести,16.12.2024, 13:18:11,444.98,209.97,500.00,436.27,2.65,56.43,500.00,500.00,411.14,89.06,389.81
геолог,1,2,тести,16.12.2024, 13:18:11,105.48,0.00,396.61,217.71,315.06,0.00,500.00,494.21,108.56,131.73,500.00
геолог,1,2,тести,16.12.2024, 13:18:11,105.48,0.00,396.61,217.71,315.06,0.00,500.00,494.21,108.56,131.73,500.00
геолог,1,2,тести,16.12.2024, 13:18:11,105.48,0.00,396.61,217.71,315.06,0.00,500.00,494.21,108.56,131.73,500.00
геолог,1,2,тести,16.12.2024, 13:18:12,301.77,214.88,452.13,262.37,500.00,496.94,500.00,235.81,460.25,63.88,112.77
геолог,1,2,тести,16.12.2024, 13:18:12,500.00,98.01,500.00,0.00,500.00,500.00,323.01,500.00,0.00,500.00,142.78
геолог,1,2,тести,16.12.2024, 13:18:12,500.00,37.67,92.36,295.76,95.31,208.50,339.63,500.00,476.29,500.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:12,500.00,37.67,92.36,295.76,95.31,208.50,339.63,500.00,476.29,500.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:12,25.34,17.94,0.00,35.32,0.00,197.57,204.50,500.00,245.89,423.46,90.88
геолог,1,2,тести,16.12.2024, 13:18:12,25.34,17.94,0.00,35.32,0.00,197.57,204.50,500.00,245.89,423.46,90.88
геолог,1,2,тести,16.12.2024, 13:18:12,25.34,17.94,0.00,35.32,0.00,197.57,204.50,500.00,245.89,423.46,90.88
геолог,1,2,тести,16.12.2024, 13:18:12,87.53,407.40,219.43,0.00,240.36,31.43,0.00,500.00,0.00,446.56,0.00
геолог,1,2,тести,16.12.2024, 13:18:12,87.53,407.40,219.43,0.00,240.36,31.43,0.00,500.00,0.00,446.56,0.00
геолог,1,2,тести,16.12.2024, 13:18:12,87.53,407.40,219.43,0.00,240.36,31.43,0.00,500.00,0.00,446.56,0.00
геолог,1,2,тести,16.12.2024, 13:18:12,71.08,229.85,0.00,396.62,0.00,416.58,288.25,500.00,269.14,500.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:12,71.08,229.85,0.00,396.62,0.00,416.58,288.25,500.00,269.14,500.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,446.22,97.87,359.31,278.86,0.00,0.00,56.95,207.28,87.56,165.58,381.15
геолог,1,2,тести,16.12.2024, 13:18:13,178.90,12.13,500.00,257.14,347.97,118.41,0.00,337.55,0.00,443.56,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,178.90,12.13,500.00,257.14,347.97,118.41,0.00,337.55,0.00,443.56,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,0.00,266.87,331.93,0.00,186.05,123.43,82.08,500.00,431.29,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,0.00,266.87,331.93,0.00,186.05,123.43,82.08,500.00,431.29,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,0.00,266.87,331.93,0.00,110.28,231.22,405.61,296.78,0.00,167.51,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,0.00,250.35,0.00,238.70,110.28,231.22,405.61,296.78,0.00,167.51,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,0.00,250.35,0.00,238.70,110.28,231.22,405.61,296.78,0.00,167.51,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,0.00,500.00,0.00,500.00,1.80,465.07,211.32,500.00,0.00,460.41,0.00
геолог,1,2,тести,16.12.2024, 13:18:13,0.00,500.00,0.00,500.00,1.80,465.07,211.32,500.00,0.00,460.41,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,252.48,500.00,0.00,499.03,26.12,500.00,0.00,434.72,234.31,50.77,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,38.75,500.00,0.00,453.49,0.00,172.29,0.00,306.25,24.61,335.69,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,38.75,500.00,0.00,453.49,0.00,172.29,0.00,306.25,24.61,335.69,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,38.75,500.00,0.00,453.49,0.00,172.29,0.00,306.25,24.61,335.69,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,374.81,500.00,0.00,62.37,0.00,500.00,0.00,231.69,0.00,40.62,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,374.81,500.00,0.00,62.37,0.00,500.00,0.00,231.69,0.00,40.62,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,257.50,147.48,218.31,96.91,81.89,500.00,0.00,449.38,0.00,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,257.50,147.48,218.31,96.91,81.89,500.00,0.00,449.38,0.00,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,500.00,0.00,279.93,0.00,0.00,500.00,0.00,500.00,0.00,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,500.00,0.00,279.93,0.00,0.00,500.00,0.00,500.00,0.00,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:14,500.00,0.00,279.93,0.00,0.00,500.00,0.00,500.00,0.00,0.00,0.00
геолог,1,2,тести,16.12.2024, 13:18:15,500.00,0.00,500.00,229.26,0.00,214.11,0.00,241.75,418.29,82.52,0.00
Геолог,12,34,тест,16.12.2024, 13:22:09,473.64,170.77,500.00,487.65,500.00,222.29,500.00,500.00,453.60,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:09,26.65,220.56,372.00,297.94,68.89,0.00,500.00,500.00,261.54,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:09,26.65,220.56,372.00,297.94,68.89,0.00,500.00,500.00,261.54,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:09,406.47,0.00,250.50,227.05,385.79,2.42,500.00,500.00,63.84,0.00,32.50
Геолог,12,34,тест,16.12.2024, 13:22:09,406.47,0.00,250.50,227.05,385.79,2.42,500.00,500.00,63.84,0.00,32.50
Геолог,12,34,тест,16.12.2024, 13:22:09,406.47,0.00,250.50,227.05,385.79,2.42,500.00,500.00,63.84,0.00,32.50
Геолог,12,34,тест,16.12.2024, 13:22:09,226.24,0.00,0.00,0.00,34.30,3.19,32.56,209.76,0.69,453.47,309.44
Геолог,12,34,тест,16.12.2024, 13:22:09,226.24,0.00,0.00,0.00,34.30,3.19,32.56,209.76,0.69,453.47,309.44
Геолог,12,34,тест,16.12.2024, 13:22:09,226.24,0.00,0.00,0.00,34.30,3.19,32.56,209.76,0.69,453.47,309.44
Геолог,12,34,тест,16.12.2024, 13:22:09,500.00,0.00,174.37,215.40,0.00,0.00,0.00,0.00,17.13,500.00,500.00
Геолог,12,34,тест,16.12.2024, 13:22:09,500.00,0.00,174.37,215.40,0.00,0.00,0.00,0.00,17.13,500.00,500.00
Геолог,12,34,тест,16.12.2024, 13:22:09,263.43,500.00,0.00,0.00,378.91,321.57,500.00,70.10,500.00,0.00,500.00
Геолог,12,34,тест,16.12.2024, 13:22:10,263.43,500.00,0.00,0.00,378.91,321.57,500.00,70.10,500.00,0.00,500.00
Геолог,12,34,тест,16.12.2024, 13:22:10,336.79,500.00,0.00,0.00,99.81,17.49,500.00,179.46,205.99,1.38,114.56
Геолог,12,34,тест,16.12.2024, 13:22:10,336.79,500.00,0.00,0.00,99.81,17.49,500.00,179.46,205.99,1.38,114.56
Геолог,12,34,тест,16.12.2024, 13:22:10,336.79,500.00,0.00,0.00,99.81,17.49,500.00,179.46,205.99,1.38,114.56
Геолог,12,34,тест,16.12.2024, 13:22:10,500.00,500.00,329.60,108.12,500.00,411.51,425.96,500.00,194.41,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:10,500.00,500.00,329.60,108.12,500.00,411.51,425.96,500.00,194.41,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:10,500.00,500.00,329.60,108.12,500.00,411.51,425.96,500.00,194.41,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:10,500.00,500.00,331.94,0.00,210.78,370.55,38.28,485.82,500.00,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:10,500.00,500.00,331.94,0.00,210.78,370.55,38.28,485.82,500.00,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:10,500.00,500.00,331.94,0.00,210.78,370.55,38.28,485.82,500.00,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:10,500.00,500.00,212.76,118.65,0.00,485.90,335.93,0.00,436.49,0.00,287.09
Геолог,12,34,тест,16.12.2024, 13:22:11,500.00,500.00,212.76,118.65,0.00,485.90,335.93,0.00,436.49,0.00,287.09
Геолог,12,34,тест,16.12.2024, 13:22:11,500.00,459.20,362.11,0.00,462.85,500.00,296.47,0.00,243.34,468.45,500.00
Геолог,12,34,тест,16.12.2024, 13:22:11,500.00,459.20,362.11,0.00,462.85,500.00,296.47,0.00,243.34,468.45,500.00
Геолог,12,34,тест,16.12.2024, 13:22:11,500.00,422.62,314.61,380.34,500.00,500.00,500.00,0.00,335.05,500.00,85.94
Геолог,12,34,тест,16.12.2024, 13:22:11,500.00,422.62,314.61,380.34,500.00,500.00,500.00,0.00,335.05,500.00,85.94
Геолог,12,34,тест,16.12.2024, 13:22:11,500.00,422.62,314.61,380.34,500.00,500.00,500.00,0.00,335.05,500.00,85.94
Геолог,12,34,тест,16.12.2024, 13:22:11,111.27,59.01,500.00,435.57,500.00,500.00,249.90,498.13,403.46,330.03,500.00
Геолог,12,34,тест,16.12.2024, 13:22:11,111.27,59.01,500.00,435.57,500.00,500.00,249.90,498.13,403.46,330.03,500.00
Геолог,12,34,тест,16.12.2024, 13:22:11,236.87,0.00,500.00,145.29,500.00,162.31,479.40,500.00,500.00,72.07,424.50
Геолог,12,34,тест,16.12.2024, 13:22:11,236.87,0.00,500.00,145.29,500.00,162.31,479.40,500.00,500.00,72.07,424.50
Геолог,12,34,тест,16.12.2024, 13:22:11,327.58,276.40,27.81,500.00,500.00,0.00,489.40,4.95,0.00,299.28,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,327.58,276.40,27.81,500.00,500.00,0.00,489.40,4.95,0.00,299.28,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,49.88,470.49,11.63,31.07,500.00,0.00,500.00,0.00,427.94,500.00,390.21
Геолог,12,34,тест,16.12.2024, 13:22:12,49.88,470.49,11.63,31.07,500.00,0.00,500.00,0.00,427.94,500.00,390.21
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,265.40,413.67,236.42,172.80,500.00,0.00,500.00,500.00,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,265.40,413.67,236.42,172.80,500.00,0.00,500.00,500.00,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,500.00,155.37,342.05,500.00,170.14,77.22,500.00,12.03,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,500.00,155.37,342.05,500.00,170.14,77.22,500.00,12.03,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,500.00,233.22,500.00,224.17,234.17,359.75,500.00,350.07,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,500.00,233.22,500.00,224.17,234.17,359.75,500.00,350.07,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,500.00,233.22,500.00,224.17,234.17,359.75,500.00,350.07,500.00
Геолог,12,34,тест,16.12.2024, 13:22:12,0.00,500.00,500.00,399.16,0.00,0.00,478.91,148.90,0.00,294.76,1.72
Геолог,12,34,тест,16.12.2024, 13:22:13,362.57,500.00,500.00,500.00,381.87,0.00,44.82,306.45,0.00,0.00,171.23
Геолог,12,34,тест,16.12.2024, 13:22:13,362.57,500.00,500.00,500.00,381.87,0.00,44.82,306.45,0.00,0.00,171.23
Геолог,12,34,тест,16.12.2024, 13:22:13,452.88,500.00,500.00,500.00,500.00,0.00,433.84,268.49,84.49,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:13,452.88,500.00,500.00,500.00,500.00,0.00,433.84,268.49,84.49,0.00,0.00
Геолог,12,34,тест,16.12.2024, 13:22:13,102.44,500.00,362.08,350.01,194.41,0.00,11.23,0.00,0.00,0.00,450.56
Геолог,12,34,тест,16.12.2024, 13:22:13,102.44,500.00,362.08,350.01,194.41,0.00,11.23,0.00,0.00,0.00,450.56
Геолог,12,34,тест,16.12.2024, 13:22:13,268.84,500.00,182.48,493.78,0.00,0.00,0.00,0.00,0.00,91.54,500.00
Геолог,12,34,тест,16.12.2024, 13:22:13,268.84,500.00,182.48,493.78,0.00,0.00,0.00,0.00,0.00,91.54,500.00
Геолог,12,34,тест,16.12.2024, 13:22:13,0.00,1.30,134.90,500.00,415.37,0.00,0.00,0.00,133.75,187.54,220.53
Геолог,12,34,тест,16.12.2024, 13:22:13,0.00,1.30,134.90,500.00,415.37,0.00,0.00,0.00,133.75,187.54,220.53
Геологи,12,34,тест,16.12.2024, 13:28:06,0.00,500.00,500.00,199.88,500.00,0.00,0.00,41.42,500.00,329.47,500.00
Геологи,12,34,тест,16.12.2024, 13:28:06,0.00,370.65,500.00,355.27,500.00,380.90,0.00,0.00,500.00,119.71,233.12
Геологи,12,34,тест,16.12.2024, 13:28:06,0.00,370.65,500.00,355.27,500.00,380.90,0.00,0.00,500.00,119.71,233.12
Геологи,12,34,тест,16.12.2024, 13:28:06,0.00,370.65,500.00,355.27,500.00,380.90,0.00,0.00,500.00,119.71,233.12
Геологи,12,34,тест,16.12.2024, 13:28:07,140.91,69.81,490.41,500.00,328.42,500.00,0.00,218.29,55.36,0.00,348.04
Геологи,12,34,тест,16.12.2024, 13:28:07,140.91,69.81,490.41,500.00,328.42,500.00,0.00,218.29,55.36,0.00,348.04
Геологи,12,34,тест,16.12.2024, 13:28:07,140.91,69.81,490.41,500.00,328.42,500.00,0.00,218.29,55.36,293.79,476.68
Геологи,12,34,тест,16.12.2024, 13:28:07,411.34,463.45,500.00,66.24,500.00,500.00,408.09,173.09,142.46,293.79,476.68
Геологи,12,34,тест,16.12.2024, 13:28:07,411.34,463.45,500.00,66.24,500.00,500.00,408.09,173.09,142.46,293.79,476.68
Геологи,12,34,тест,16.12.2024, 13:28:07,0.00,500.00,455.41,386.10,237.47,500.00,429.85,441.06,86.63,500.00,31.78
Геологи,12,34,тест,16.12.2024, 13:28:07,0.00,500.00,455.41,386.10,237.47,500.00,429.85,441.06,86.63,500.00,31.78
